,county,dem_votes,precinct,rep_votes,total,prop
1730,GWINNETT,834,BERKSHIRE N,1198,2032,0.589566929134
613,COBB,533,Simpson 01,766,1299,0.589684372594
867,DEKALB,724,KINGSLEY ELEM,1042,1766,0.590033975085
2199,NEWTON,676,Rocky Plains-10,976,1652,0.590799031477
1770,GWINNETT,1229,ROCKYCREEK C,1778,3007,0.591286997007
1421,FULTON,635,JC14,919,1554,0.591377091377
319,CHATHAM,317,7-01 Garden City Senior Ctr,460,777,0.592020592021
429,CLAY,117,Day's Cross Roads,170,287,0.592334494774
2658,WILCOX,165,Pineview 2,240,405,0.592592592593
1028,DOUGLAS,435,FIRST BAPTIST - LITHIA SPRINGS,633,1068,0.592696629213
2348,RICHMOND,624,705,909,1533,0.592954990215
2287,RANDOLPH,61,Coleman,89,150,0.593333333333
1055,EARLY,157,Lucille,230,387,0.594315245478
1296,FULTON,567,08F1,832,1399,0.594710507505
501,COBB,805,Big Shanty 02,1185,1990,0.595477386935
537,COBB,759,Garrison Mill 01,1119,1878,0.595846645367
1903,HOUSTON,2096,FMMS,3096,5192,0.596302003082
522,COBB,832,Eastside 01,1231,2063,0.596703829375
523,COBB,1115,Eastside 02,1651,2766,0.596890817064
1457,FULTON,844,RW10,1254,2098,0.597712106768
1737,GWINNETT,660,BERKSHIRE O,983,1643,0.598295800365
1645,GWINNETT,1296,ROCKYCREEK A,1931,3227,0.598388596219
1880,HENRY,854,SWAN LAKE,1273,2127,0.598495533615
1631,GWINNETT,886,GARNERS A,1321,2207,0.598550067966
1697,GWINNETT,623,CATES K,929,1552,0.598582474227
609,COBB,1534,Roswell 01,2292,3826,0.599059069524
541,COBB,1146,Hightower 01,1713,2859,0.599160545645
2095,MERIWETHER,76,ODESSADALE,114,190,0.6
1303,FULTON,199,08N1,299,498,0.600401606426
2231,PAULDING,2349,TAYLOR FARM PARK,3530,5879,0.600442252084
1754,GWINNETT,905,HOG MOUNTAIN C,1365,2270,0.601321585903
1878,HENRY,1044,PLEASANT GROVE,1577,2621,0.601678748569
1893,HENRY,667,DUTCHTOWN,1008,1675,0.601791044776
169,BURKE,240,Greenscut,363,603,0.601990049751
1367,FULTON,463,AP06,701,1164,0.602233676976
1526,FULTON,362,SS14,549,911,0.602634467618
2576,WALTON,694,E Monroe,1056,1750,0.603428571429
1688,GWINNETT,930,GOODWINS B,1418,2348,0.603918228279
143,BRYAN,337,Ways Station,514,851,0.603995299647
612,COBB,916,Shallowford Fall 01,1401,2317,0.604661199827
2668,WILKES,237,Tignall Sch Lunch RM,363,600,0.605
1503,FULTON,775,SS01,1188,1963,0.605196128375
538,COBB,960,Gritters 01,1472,2432,0.605263157895
1805,HALL,546,24-Gainesville IV,838,1384,0.60549132948
585,COBB,805,Mount Bethel 04,1237,2042,0.605778648384
110,BIBB,427,HOWARD 1,657,1084,0.606088560886
229,CARROLL,739,BONNER (714A3),1138,1877,0.606286627597
1426,FULTON,604,ML011,932,1536,0.606770833333
296,CHATHAM,446,4-11 Tybee Island School Cafe,690,1136,0.607394366197
1463,FULTON,524,RW19,811,1335,0.607490636704
193,CAMDEN,453,Woodbine,702,1155,0.607792207792
1442,FULTON,29,ML071,45,74,0.608108108108
499,COBB,1357,Bells Ferry 03,2108,3465,0.608369408369
1711,GWINNETT,1017,CATES M,1580,2597,0.608394301117
116,BIBB,523,HOWARD 6,813,1336,0.608532934132
565,COBB,1035,Murdock 01,1611,2646,0.608843537415
1459,FULTON,1529,RW12,2381,3910,0.60895140665
525,COBB,617,Elizabeth 02,961,1578,0.608998732573
1641,GWINNETT,791,SUGAR HILL A,1235,2026,0.609575518263
1755,GWINNETT,1147,ROCKYCREEK B,1801,2948,0.61092265943
2217,OCONEE,441,City Hall,693,1134,0.611111111111
1648,GWINNETT,703,HOG MOUNTAIN D,1105,1808,0.611172566372
526,COBB,723,Elizabeth 03,1138,1861,0.611499193982
669,COLUMBIA,219,Harlem Baptist Church-10,345,564,0.61170212766
2437,SUMTER,497,AG Center,784,1281,0.612021857923
2467,TERRELL,116,Parrott,183,299,0.612040133779
1896,HENRY,980,LAKE HAVEN,1547,2527,0.612188365651
1642,GWINNETT,1038,SUGAR HILL B,1639,2677,0.612252521479
1090,EMANUEL,1482,Swainsboro,2342,3824,0.612447698745
1723,GWINNETT,864,SUGAR HILL F,1372,2236,0.613595706619
582,COBB,646,Mars Hill 02,1027,1673,0.613867304244
2684,WORTH,71,Piney Woods,113,184,0.614130434783
2089,MCINTOSH,578,Darien,922,1500,0.614666666667
282,CHATHAM,171,3-09 Cokesbury Methodist,273,444,0.614864864865
777,DECATUR,1355,Bainbridge-Coliseum,2164,3519,0.614947428247
1941,JASPER,1067,MONTICELLO,1706,2773,0.615218175261
1019,DOUGHERTY,389,First Christian Church,622,1011,0.615232443126
2527,TROUP,619,NORTHSIDE,990,1609,0.615288999378
521,COBB,502,Davis 01,803,1305,0.615325670498
324,CHATHAM,1262,7-07 Rothwell Bapt Ch,2019,3281,0.615361170375
1465,FULTON,769,RW21,1231,2000,0.6155
2039,LONG,287,North Ludowici,460,747,0.615796519411
1164,FLOYD,828,MT ALTO SOUTH,1328,2156,0.615955473098
1067,EFFINGHAM,336,3B,540,876,0.616438356164
1744,GWINNETT,719,PINCKNEYVILLE A1,1156,1875,0.616533333333
2177,MUSCOGEE,758,EPWORTH-03,1222,1980,0.617171717172
164,BULLOCH,186,Register,300,486,0.617283950617
1644,GWINNETT,1093,HOG MOUNTAIN B,1763,2856,0.617296918768
1764,GWINNETT,1288,BAYCREEK H,2087,3375,0.61837037037
607,COBB,852,Rocky Mountain 01,1381,2233,0.618450515002
1294,FULTON,252,08D,409,661,0.618759455371
263,CHATHAM,293,1-13 The Sanctuary,476,769,0.618985695709
666,COLUMBIA,1078,Patriots Park,1753,2831,0.619215824797
1447,FULTON,1136,RW01,1860,2996,0.62082777036
219,CARROLL,807,BETHANY (501),1322,2129,0.620948802255
124,BIBB,555,VINEVILLE 5,910,1465,0.621160409556
1133,FAYETTE,490,FLAT CREEK,806,1296,0.621913580247
1364,FULTON,414,AP04A,681,1095,0.621917808219
2386,SCREVEN,233,Newington,384,617,0.622366288493
1707,GWINNETT,662,SUGAR HILL E,1092,1754,0.622576966933
2320,RICHMOND,100,304,165,265,0.622641509434
601,COBB,797,Pope 01,1316,2113,0.622811168954
648,COLQUITT,149,Doerun,248,397,0.624685138539
1680,GWINNETT,621,PINCKNEYVILLE L,1034,1655,0.624773413897
2099,MERIWETHER,321,ALVATON,535,856,0.625
2323,RICHMOND,392,307,654,1046,0.625239005736
232,CARROLL,320,TABERNACLE CHURCH (714A6),534,854,0.625292740047
636,COBB,750,Wileo 01,1254,2004,0.625748502994
1036,DOUGLAS,553,BRIGHT STAR,926,1479,0.626098715348
623,COBB,583,Sope Creek 01,977,1560,0.626282051282
1083,ELBERT,371,Pike,622,993,0.62638469285
519,COBB,553,Dodgen 01,929,1482,0.62685560054
550,COBB,978,Kemp 02,1643,2621,0.626859977108
606,COBB,647,Pitner 01,1087,1734,0.626874279123
1673,GWINNETT,834,SUGAR HILL D,1402,2236,0.627012522361
1971,JONES,418,ETHRIDGE,705,1123,0.627782724844
1041,DOUGLAS,466,ST JULIANS EPISCOPAL,788,1254,0.628389154705
644,COLQUITT,900,Moultrie,1522,2422,0.628406275805
2048,LOWNDES,95,Naylor-008,161,256,0.62890625
1914,HOUSTON,1057,TWPK,1793,2850,0.629122807018
2524,TROUP,440,GARDNER NEWMAN,747,1187,0.629317607414
625,COBB,721,Sope Creek 03,1225,1946,0.629496402878
567,COBB,442,McCleskey 01,752,1194,0.629815745394
144,BRYAN,510,RH Recreation,870,1380,0.630434782609
2085,MCDUFFIE,240,Whiteoak,410,650,0.630769230769
1981,LAMAR,300,SENIOR CITZEN BLDG,513,813,0.630996309963
1600,GRADY,118,Duncanville,202,320,0.63125
589,COBB,570,Nicholson 01,976,1546,0.631306597671
1660,GWINNETT,621,LAWRENCEVILLE C,1064,1685,0.631454005935
1749,GWINNETT,927,SUWANEE E,1593,2520,0.632142857143
201,CAMDEN,620,Mary Lee Clark,1070,1690,0.633136094675
2427,SUMTER,394,Leslie,680,1074,0.633147113594
1434,FULTON,402,ML04A,694,1096,0.633211678832
978,DODGE,979,Lee,1692,2671,0.633470610258
1681,GWINNETT,648,PINCKNEYVILLE M,1120,1768,0.633484162896
1837,HARRIS,368,GOODMAN,637,1005,0.633830845771
364,CHEROKEE,1068,BELLS,1849,2917,0.63387041481
2215,OCONEE,637,Athens Academy,1104,1741,0.634118322803
399,CHEROKEE,813,WOODLANDS,1411,2224,0.634442446043
685,COLUMBIA,766,Grace Baptist Church,1332,2098,0.634890371783
2479,THOMAS,459,Jerger,799,1258,0.635135135135
2639,WHITFIELD,465,GL,810,1275,0.635294117647
515,COBB,809,Chestnut Ridge 01,1410,2219,0.635421360973
2005,LAURENS,441,LCFS 10 (Valambrosia),769,1210,0.635537190083
2518,TROUP,622,HOGANSVILLE,1085,1707,0.635618043351
976,DODGE,51,Jaybird,89,140,0.635714285714
672,COLUMBIA,429,Philadelphia Church,749,1178,0.635823429542
118,BIBB,1313,RUTLAND 1,2296,3609,0.636187309504
1909,HOUSTON,467,MILL,817,1284,0.636292834891
1958,JEFFERSON,146,Stapleton,256,402,0.636815920398
688,COLUMBIA,415,Mtz Col Fire Dept #4,729,1144,0.637237762238
36,BALDWIN,218,Scottsboro,383,601,0.637271214642
34,BALDWIN,604,Meriweather,1063,1667,0.637672465507
1842,HARRIS,205,SKINNER,361,566,0.637809187279
2158,MUSCOGEE,1227,CORNERSTONE CHURCH,2169,3396,0.638692579505
570,COBB,536,Marietta 2A,948,1484,0.638814016173
1097,EMANUEL,322,Twin City,571,893,0.639417693169
602,COBB,587,Palmer 01,1042,1629,0.639656230816
2032,LINCOLN,117,Faith Temple of Linc,209,326,0.641104294479
1374,FULTON,225,AP10,402,627,0.641148325359
202,CAMDEN,436,South St Marys,779,1215,0.641152263374
1906,HOUSTON,280,HEFS,501,781,0.641485275288
1627,GWINNETT,520,CATES A,932,1452,0.641873278237
289,CHATHAM,484,4-02 Frank Murray Comm Ct,868,1352,0.64201183432
2226,PAULDING,1670,WATSON GOVT COMPLEX,2996,4666,0.64209172739
1743,GWINNETT,477,PINCKNEYVILLE Z,857,1334,0.642428785607
26,BAKER,74,Milford,133,207,0.642512077295
1017,DOUGHERTY,473,Christ Church,854,1327,0.643556895252
703,COLUMBIA,485,Church of our Savior,876,1361,0.643644379133
2379,ROCKDALE,483,Sheffield,874,1357,0.64406779661
696,COLUMBIA,392,Gospel Water Branch,712,1104,0.644927536232
370,CHEROKEE,1177,WOODSTOCK,2138,3315,0.644947209653
295,CHATHAM,359,4-10 Guard House Comm Ctr,653,1012,0.645256916996
548,COBB,461,Kell 01,840,1301,0.645657186779
1845,HARRIS,609,WAVERLY HALL,1112,1721,0.646135967461
2600,WASHINGTON,231,HARRISON,422,653,0.646248085758
699,COLUMBIA,268,Mtz Col Fire Hdqtr,491,759,0.646903820817
1646,GWINNETT,370,CATES B,678,1048,0.646946564885
1037,DOUGLAS,746,DORSETT SHOALS,1368,2114,0.647114474929
1901,HOUSTON,1515,CENT,2784,4299,0.647592463364
369,CHEROKEE,750,CARMEL,1384,2134,0.64854732896
2421,SPALDING,931,EAGES LANDING BAPTIST,1719,2650,0.648679245283
509,COBB,702,Cheatham Hill 02,1298,2000,0.649
2345,RICHMOND,565,701,1047,1612,0.649503722084
198,CAMDEN,376,Kingsland,699,1075,0.65023255814
158,BULLOCH,443,Hagin,824,1267,0.650355169692
2103,MERIWETHER,152,DURAND,283,435,0.650574712644
2487,THOMAS,466,Remington ESC,869,1335,0.650936329588
1759,GWINNETT,608,SUGAR HILL G,1134,1742,0.650975889782
2506,TOOMBS,712,514 S.T.I.A.L.C,1329,2041,0.651151396374
2364,RICHMOND,80,810,150,230,0.652173913043
148,BRYAN,392,Public Safety,737,1129,0.652790079717
1751,GWINNETT,893,HARBINS B,1682,2575,0.653203883495
637,COFFEE,3170,Douglas,5973,9143,0.653286667396
1455,FULTON,460,RW08,867,1327,0.653353428787
127,BIBB,705,WARRIOR 2,1330,2035,0.653562653563
264,CHATHAM,388,1-14 St Luke Church,733,1121,0.653880463872
2156,MUSCOGEE,483,BRITT DAVID BAPT CH,913,1396,0.654011461318
707,COLUMBIA,410,Col Cty Main Library,777,1187,0.654591406908
233,CARROLL,268,EMC (714BN),508,776,0.654639175258
139,BRYAN,449,Pembroke,852,1301,0.654880860876
1665,GWINNETT,641,CATES G,1217,1858,0.655005382131
16,ATKINSON,257,Willacoochee,488,745,0.655033557047
575,COBB,648,Marietta 4C,1231,1879,0.655135710484
2666,WILKES,124,Rayle City Hall,236,360,0.655555555556
2349,RICHMOND,735,706,1400,2135,0.655737704918
552,COBB,843,Lasssiter 01,1606,2449,0.655777868518
2170,MUSCOGEE,822,ST PAUL U.M.C.-02,1568,2390,0.656066945607
2205,OCONEE,498,Annex,950,1448,0.656077348066
737,COWETA,540,GREENTOP,1031,1571,0.656269891789
1190,FORSYTH,1343,19 Old Atlanta,2567,3910,0.65652173913
112,BIBB,747,HOWARD 2 - 08,1429,2176,0.656709558824
2123,MONROE,93,CULLODEN,178,271,0.656826568266
382,CHEROKEE,1456,LITTLE RIVER,2790,4246,0.657089024965
1753,GWINNETT,614,PUCKETTS C,1177,1791,0.657174762702
600,COBB,849,Post Oak 01,1629,2478,0.657384987893
1026,DOUGLAS,1153,PRAYS MILL GYM,2216,3369,0.657761947165
425,CLAY,78,Bluffton,150,228,0.657894736842
1910,HOUSTON,519,NSES,1001,1520,0.658552631579
1975,JONES,384,POPE,741,1125,0.658666666667
2490,TIFT,598,Tifton Northeast,1154,1752,0.658675799087
2344,RICHMOND,280,608,541,821,0.658952496955
2417,SPALDING,347,AMBUCS,671,1018,0.659135559921
1985,LANIER,610,Lakeland,1180,1790,0.659217877095
182,BUTTS,537,JENKINSBURG,1039,1576,0.659263959391
1908,HOUSTON,1718,MCMS,3325,5043,0.659329764029
2236,PEACH,946,BYRON #2,1831,2777,0.659344616493
701,COLUMBIA,349,Martinez Baptist,676,1025,0.659512195122
2451,TATTNALL,453,District II,878,1331,0.659654395192
1838,HARRIS,509,HAMILTON,987,1496,0.659759358289
1672,GWINNETT,982,SUGAR HILL C,1905,2887,0.659854520263
153,BULLOCH,1130,Fair,2198,3328,0.660456730769
236,CARROLL,224,NEW HOPE (716),436,660,0.660606060606
2521,TROUP,387,MOUNTVILLE,762,1149,0.66318537859
591,COBB,387,Oregon 01,762,1149,0.66318537859
343,CHATHAM,131,8-13 Savannah Christ. Sch,258,389,0.66323907455
1664,GWINNETT,399,CATES F,788,1187,0.663858466723
2346,RICHMOND,404,702,798,1202,0.663893510815
2360,RICHMOND,243,806,480,723,0.663900414938
2667,WILKES,234,Courthouse,463,697,0.664275466284
2385,SCREVEN,98,Hunters,194,292,0.664383561644
490,CLINCH,58,Dupont,115,173,0.664739884393
690,COLUMBIA,388,Marvin Methodist Church,770,1158,0.66493955095
2578,WALTON,696,Tara,1382,2078,0.665062560154
2637,WHITFIELD,267,ES,531,798,0.665413533835
1806,HALL,268,25-Gainesville V,535,803,0.666251556663
1456,FULTON,1276,RW09,2548,3824,0.666317991632
2468,TERRELL,129,Graves,258,387,0.666666666667
348,CHATTOOGA,53,COLDWATER,106,159,0.666666666667
1748,GWINNETT,942,SUWANEE D,1885,2827,0.66678457729
85,BARTOW,935,ZENA DRIVE,1871,2806,0.666785459729
2489,THOMAS,530,Scott,1062,1592,0.667085427136
1293,FULTON,282,08C,566,848,0.667452830189
1912,HOUSTON,2469,ROZR,4960,7429,0.667653789204
2429,SUMTER,218,Chambliss,438,656,0.667682926829
1149,FAYETTE,423,ANTIOCH,854,1277,0.668754894283
2691,WORTH,45,Oakfield,91,136,0.669117647059
2029,LINCOLN,110,Midway,223,333,0.66966966967
1140,FAYETTE,199,DOGWOOD-13,404,603,0.669983416252
563,COBB,392,Mabry 01,797,1189,0.67031118587
2216,OCONEE,925,Civic Center,1882,2807,0.670466690417
2289,RANDOLPH,84,Benevolence,171,255,0.670588235294
126,BIBB,554,WARRIOR 1,1130,1684,0.671021377672
138,BROOKS,368,Morven,754,1122,0.67201426025
334,CHATHAM,134,8-03 Silk Hope Bapt Ch,275,409,0.672371638142
330,CHATHAM,547,7-13 Garden City City Hall,1123,1670,0.67245508982
1784,HALL,389,03-Oakwood I,799,1188,0.672558922559
2458,TELFAIR,195,Helena,401,596,0.672818791946
2091,MCINTOSH,409,North Darien,842,1251,0.673061550759
2653,WHITFIELD,531,4A,1095,1626,0.673431734317
2102,MERIWETHER,252,WARM SPRINGS,520,772,0.673575129534
1601,GRADY,170,Higdon,352,522,0.674329501916
1418,FULTON,521,JC12,1079,1600,0.674375
1192,FORSYTH,1802,25 Windermere,3734,5536,0.674494219653
1844,HARRIS,152,VALLEY PLAINS,316,468,0.675213675214
1132,FAYETTE,225,WINDGATE,468,693,0.675324675325
2064,MADISON,112,Fork,233,345,0.675362318841
2093,MERIWETHER,299,MANCHESTER GILL I,623,922,0.675704989154
117,BIBB,566,HOWARD 7,1180,1746,0.675830469645
2472,THOMAS,654,Central,1365,2019,0.676077265973
1989,LAURENS,846,Family Life Center,1766,2612,0.676110260337
2620,WHEELER,398,Alamo,831,1229,0.676159479251
1964,JENKINS,191,Four Points,399,590,0.676271186441
1802,HALL,625,21-Gainesville I,1307,1932,0.676501035197
2317,RICHMOND,552,301,1157,1709,0.677004095963
1175,FORSYTH,3386,01 Big Creek,7099,10485,0.677062470196
1144,FAYETTE,788,FIELDING RIDGE,1655,2443,0.677445763406
1847,HART,1235,Hartwell,2596,3831,0.677629861655
1973,JONES,473,ROBERTS,995,1468,0.677792915531
2410,SPALDING,378,CARVER,796,1174,0.678023850085
2353,RICHMOND,94,801,198,292,0.678082191781
2596,WASHINGTON,135,RIDDLEVILLE,285,420,0.678571428571
2397,SEMINOLE,231,Precinct 2,489,720,0.679166666667
2079,MCDUFFIE,220,Fort Creek,466,686,0.679300291545
199,CAMDEN,978,East Kingsland,2072,3050,0.679344262295
2157,MUSCOGEE,626,ST PETER U. M. C.,1327,1953,0.679467485919
554,COBB,738,Lost Mountain 01,1567,2305,0.679826464208
73,BARTOW,1084,CARTERSVILLE EAST,2302,3386,0.679858239811
2465,TERRELL,286,Sasser,608,894,0.680089485459
1902,HOUSTON,854,CGTC,1816,2670,0.680149812734
1099,EVANS,1130,Veteran's Comm Ctr,2404,3534,0.680249009621
2652,WHITFIELD,399,3A,849,1248,0.680288461538
2172,MUSCOGEE,972,MOON/MORNINGSIDE,2076,3048,0.681102362205
61,BARROW,490,07 Statham Elementary School,1047,1537,0.68119713728
1895,HENRY,605,GROVE PARK,1295,1900,0.681578947368
2082,MCDUFFIE,610,Sweetwater Activity Center,1306,1916,0.681628392484
166,BURKE,385,Four Points,826,1211,0.682080924855
119,BIBB,640,RUTLAND 2,1374,2014,0.682224428997
299,CHATHAM,404,4-14 Skidaway Island Methodist Church,868,1272,0.682389937107
1953,JEFFERSON,125,Matthews,270,395,0.683544303797
2584,WARE,461,200A,997,1458,0.683813443073
300,CHATHAM,435,4-15 Skidaway Island State Park,942,1377,0.684095860566
556,COBB,1081,Lost Mountain 03,2342,3423,0.684195150453
2677,WILKINSON,93,Turkey Creek,202,295,0.684745762712
1128,FAYETTE,713,MCINTOSH,1549,2262,0.684792219275
2355,RICHMOND,512,802,1114,1626,0.685116851169
1428,FULTON,17,ML01B,37,54,0.685185185185
492,CLINCH,566,Homerville,1232,1798,0.685205784205
743,COWETA,473,NORTHSIDE,1031,1504,0.685505319149
536,COBB,511,Frey 01,1115,1626,0.685731857319
1891,HENRY,721,KELLEYTOWN,1576,2297,0.686112320418
1123,FAYETTE,314,SHAKERAG EAST,687,1001,0.686313686314
70,BARROW,935,16 The Church at Winder,2047,2982,0.686452045607
1159,FLOYD,371,GARDEN LAKES,814,1185,0.686919831224
2560,WALKER,246,FAIRYLAND,540,786,0.687022900763
1883,HENRY,424,UNITY GROVE - 03,935,1359,0.688005886681
2273,POLK,1051,CEDARTOWN,2318,3369,0.68803799347
2278,PULASKI,1104,COURTHOUSE ANNEX,2436,3540,0.68813559322
1720,GWINNETT,579,PUCKETTS B,1278,1857,0.688206785137
1382,FULTON,72,CH03,159,231,0.688311688312
400,CHEROKEE,1285,NEESE,2840,4125,0.688484848485
293,CHATHAM,629,4-07 Wilm Is Un Meth Ch,1394,2023,0.689075630252
1082,ELBERT,92,Moss-Ruckersville,204,296,0.689189189189
2214,OCONEE,821,Malcom Bridge,1821,2642,0.689250567752
557,COBB,558,Lost Mountain 04,1238,1796,0.689309576837
224,CARROLL,530,TEMPLE CITY (650),1179,1709,0.689877121123
727,COWETA,457,GRANTVILLE,1017,1474,0.689959294437
2037,LONG,332,Rye Patch/Oak Dale,739,1071,0.690009337068
205,CANDLER,620,Metter -1685,1381,2001,0.690154922539
374,CHEROKEE,962,DIXIE,2143,3105,0.690177133655
1888,HENRY,964,LAKE DOW,2148,3112,0.690231362468
1772,GWINNETT,612,PUCKETTS D,1368,1980,0.690909090909
2229,PAULDING,999,PAULDING CO HIGH SC,2235,3234,0.691094619666
2453,TATTNALL,459,District IV,1027,1486,0.691117092867
1572,GLYNN,860,First Baptist,1925,2785,0.691202872531
2448,TATTNALL,137,Shiloh,307,444,0.691441441441
1075,EFFINGHAM,648,5B,1457,2105,0.69216152019
2219,OGLETHORPE,538,Crawford,1214,1752,0.692922374429
108,BIBB,443,HAZZARD 4,1000,1443,0.693000693001
187,CALHOUN,130,Morgon,303,437,0.693363844394
974,DODGE,194,Eddin,439,633,0.693522906793
2481,THOMAS,140,Merrillville,317,457,0.693654266958
203,CAMDEN,425,Mush Bluff,963,1388,0.693804034582
2049,LOWNDES,1562,Rainwater,3542,5104,0.693965517241
1578,GLYNN,497,Ballard Complex,1128,1625,0.694153846154
1758,GWINNETT,713,SUWANEE H,1619,2332,0.694253859348
2066,MADISON,668,Hull,1518,2186,0.694419030192
1438,FULTON,77,ML05B,175,252,0.694444444444
542,COBB,789,Hayes 01,1796,2585,0.694777562863
1139,FAYETTE,408,DOGWOOD-03,929,1337,0.694839192221
1427,FULTON,97,ML012,221,318,0.694968553459
23,BAKER,32,Anna,73,105,0.695238095238
689,COLUMBIA,455,Belair Baptist Church,1039,1494,0.695448460509
694,COLUMBIA,423,Augusta Christian,967,1390,0.695683453237
1604,GRADY,159,Pine Park,364,523,0.695984703633
568,COBB,326,McClure 01,747,1073,0.696178937558
1124,FAYETTE,271,SHAKERAG WEST,622,893,0.696528555431
1419,FULTON,410,JC13A,942,1352,0.69674556213
1769,GWINNETT,464,HARBINS C,1074,1538,0.698309492848
1137,FAYETTE,359,HARPS CROSSING,836,1195,0.699581589958
700,COLUMBIA,348,Lakeside Middle,811,1159,0.699741156169
1191,FORSYTH,2416,21 South Forsyth,5636,8052,0.699950322901
684,COLUMBIA,267,Riverside Elementary,624,891,0.700336700337
297,CHATHAM,519,4-12 St Peters Episcopal,1213,1732,0.700346420323
664,COLUMBIA,861,Lewis Methodist Church,2013,2874,0.700417536534
191,CAMDEN,177,Tarboro,414,591,0.700507614213
2062,MADISON,240,Comer,562,802,0.700748129676
598,COBB,685,Pine Mountain 01,1605,2290,0.700873362445
262,CHATHAM,417,1-12 Isle of Hope Baptist,978,1395,0.701075268817
709,COLUMBIA,419,Blue Ridge Elementary,988,1407,0.702203269367
2411,SPALDING,422,FIRST PRESBYTERIA,996,1418,0.7023977433
2692,WORTH,127,Warwick,300,427,0.702576112412
558,COBB,324,Lewis 01,769,1093,0.703568161025
1712,GWINNETT,502,CATES N,1193,1695,0.70383480826
1435,FULTON,223,ML04B,530,753,0.70385126162
2621,WHEELER,248,Glenwood,590,838,0.704057279236
368,CHEROKEE,1003,CANTON,2390,3393,0.704391394047
266,CHATHAM,605,1-17 Islands Christian Church,1444,2049,0.704734016593
2366,ROCKDALE,278,Bethel,667,945,0.70582010582
2220,OGLETHORPE,808,Lexington,1940,2748,0.70596797671
1574,GLYNN,545,Sterling Church of God,1309,1854,0.706040992449
291,CHATHAM,437,4-05 St Francis Episcopal,1051,1488,0.706317204301
149,BULLOCH,118,Lockhart,285,403,0.707196029777
1443,FULTON,204,ML072,493,697,0.707317073171
2197,NEWTON,417,Oxford,1009,1426,0.707573632539
1433,FULTON,698,ML03,1690,2388,0.70770519263
1054,EARLY,102,Jakin,248,350,0.708571428571
1626,GWINNETT,876,PUCKETTS A,2132,3008,0.708776595745
681,COLUMBIA,399,Col Cty Bd Of Edu,972,1371,0.708971553611
740,COWETA,746,MADRAS,1822,2568,0.709501557632
1571,GLYNN,856,St Williams Church,2091,2947,0.709535120461
683,COLUMBIA,781,Redeemer Church,1910,2691,0.709773318469
192,CAMDEN,273,Waverly,668,941,0.709883103082
2388,SCREVEN,95,Rocky Ford,233,328,0.710365853659
387,CHEROKEE,362,R T JONES,888,1250,0.7104
2505,TOOMBS,975,513 V.P.D.,2394,3369,0.710596616207
992,DOOLY,101,PINEHURST,248,349,0.710601719198
2132,MONTGOMERY,89,Ailey,219,308,0.711038961039
1444,FULTON,128,ML07A,315,443,0.711060948081
74,BARTOW,1190,CARTERSVILLE WEST,2929,4119,0.711094925953
320,CHATHAM,208,7-03 P B Edwards Gym,514,722,0.711911357341
1976,JONES,253,BARRON,626,879,0.712172923777
2482,THOMAS,61,Metcalfe,151,212,0.712264150943
2533,TWIGGS,138,HIGGSVILLE,342,480,0.7125
298,CHATHAM,524,4-13 Skid Is Pres Church,1300,1824,0.712719298246
2570,WALTON,577,South Monroe,1435,2012,0.713220675944
1129,FAYETTE,265,OAK GROVE,660,925,0.713513513514
2047,LOWNDES,130,Naylor-001,324,454,0.713656387665
1146,FAYETTE,382,CAMP CREEK,953,1335,0.713857677903
736,COWETA,2041,ARTS CENTRE,5093,7134,0.713905242501
1081,ELBERT,221,Wyche,552,773,0.714100905563
41,BALDWIN,273,Coopers,682,955,0.714136125654
2232,PAULDING,1506,AUSTIN MIDDLE SCHOOL,3767,5273,0.714394083065
2396,SEMINOLE,229,Precinct 1,573,802,0.714463840399
1131,FAYETTE,337,ABERDEEN,844,1181,0.714648602879
2501,TIFT,534,Tifton Lodge,1344,1878,0.715654952077
2651,WHITFIELD,500,2A,1259,1759,0.715747583854
2206,OCONEE,332,Colham Ferry,836,1168,0.715753424658
1899,HOUSTON,824,ANNX,2076,2900,0.715862068966
1194,FORSYTH,2432,29 Polo,6129,8561,0.715921037262
152,BULLOCH,270,Portal,681,951,0.716088328076
2087,MCINTOSH,116,Townsend,293,409,0.716381418093
1120,FAYETTE,549,RAREOVER,1387,1936,0.716425619835
1853,HART,237,Bio,599,836,0.716507177033
1145,FAYETTE,370,WILLOWBEND,940,1310,0.717557251908
2224,PAULDING,1780,RUSSOM ELEM SCH,4526,6306,0.717729146844
290,CHATHAM,423,4-04 Lighthouse Baptist Ch,1076,1499,0.717811874583
1091,EMANUEL,90,Summertown,230,320,0.71875
753,CRAWFORD,25,3 - CITY,64,89,0.719101123596
693,COLUMBIA,343,Abilene Baptist,879,1222,0.719312602291
630,COBB,598,Vaughn 01,1538,2136,0.720037453184
698,COLUMBIA,523,Stevens Creek Church,1348,1871,0.720470336718
710,COLUMBIA,412,Christ The King Luth Ch,1063,1475,0.720677966102
1900,HOUSTON,1499,BMS,3873,5372,0.720960536113
1605,GRADY,93,Ragan,241,334,0.721556886228
1625,GWINNETT,812,DUNCANS A,2105,2917,0.721631813507
2160,MUSCOGEE,1129,ST. MARK/HEIFERHORN,2929,4058,0.721784130113
381,CHEROKEE,1235,LIBERTY,3204,4439,0.721784185627
2051,LOWNDES,632,Clyattville,1643,2275,0.722197802198
